team,seasonweek,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
LAC,202304,0.27106372,0.46438769,0.0,0.0,0.0,0.36275458,0.1017269,0.0026883427,0.0,0.2365543,0.40633225,0.27262238,0.021422198,0.20058854,0.031595938,0.04259365
LAC,202306,0.0,0.0,0.0060807127,0.0,0.054389775,0.027554335,0.0,0.1540869,0.0,0.14006278,0.15496476,0.019606445,0.10250452,0.049782723,0.026531184,0.0
LAC,202307,0.0,0.0,0.0,0.0,0.13139427,0.20465465,0.11511082,0.0,0.01838525,0.08423493,0.0,0.18588255,0.20703961,0.029808458,0.0,0.0
LAC,202308,0.0,0.0,0.2105584,0.11987294,0.13707253,0.0,0.03138724,0.0,0.17668682,0.0,0.0,0.31658334,0.0,0.1691156,0.0,0.0
LAC,202309,0.0,0.0,0.0,0.15872462,0.20934449,0.0,0.0,0.0,0.37301052,0.0,0.0,0.12235741,0.03225447,0.20457648,0.28854308,0.017560393
LAC,202310,0.094998725,0.0,0.17943908,0.197272,0.28579706,0.0,0.0,0.19015625,0.0,0.0,0.0,0.15628697,0.065057,0.03880303,0.0,0.04445617
LAC,202311,0.0,0.0,0.0,0.11243041,0.0,0.02584073,0.0,0.021934304,0.020964522,0.0,0.0,0.13227783,0.0,0.018109443,0.09161124,0.022402158
LAC,202312,0.0,0.0,0.54607433,0.0,0.36528412,0.0,0.0,0.0,0.062893234,0.49661925,0.0,0.0,0.07757722,0.0,0.16379601,0.0
LAC,202313,0.0,0.0,0.21718402,0.34903327,0.04327855,0.2926027,0.27795064,0.070678376,0.32744622,0.021520048,0.0,0.06548867,0.3294297,0.116926715,0.08981128,0.046161413
LAC,202314,0.0,0.3324824,0.7371469,0.3351761,0.9342443,0.0,0.0,0.0,0.0,0.0,1.240563,0.0,0.0,0.0,0.7036846,0.0
LAC,202315,0.095585525,0.0,0.0,0.0,0.0,0.106734894,0.1679265,0.018339574,0.10665563,0.0,0.0,0.0,0.19614454,0.22277789,0.010347913,0.16728103
LAC,202316,0.2604107,0.23434122,0.07479681,0.119383074,0.0,0.0,0.13906798,0.19702229,0.1526942,0.029434174,0.18516198,0.0,0.22061583,0.3824189,0.0,0.4635388
LAC,202317,0.0,0.0,0.15198196,0.12684262,0.3285528,0.0,0.0,0.03751584,0.0,0.010406366,0.16810066,0.2657199,0.29966545,0.0,0.0807897,0.03539603
LAC,202318,0.0,0.0,0.0,0.21888492,0.2516818,0.0,0.45631027,0.31552938,0.15969497,0.096961364,0.0,0.022383168,0.010440942,0.0,0.17409563,0.28304133
LAC,202401,0.0,0.0,0.07059149,0.32035503,0.19055414,0.21131852,0.5072301,0.0,0.0,0.0,0.0,0.0,0.044852566,0.26636228,0.24482942,0.0
LAC,202402,0.0,0.0,0.0,0.8603237,0.0,0.0,0.47251272,0.0,0.0,0.0142501015,0.0,0.26939297,0.0,0.0,0.0,0.52866936
LAC,202403,0.0,0.29319507,0.0,0.06506747,0.11152755,0.0,0.0,0.0,0.0,0.0,0.11755666,0.0,0.0,0.04435549,0.0,0.0014858013
LAC,202404,0.17322604,0.0,0.19232957,0.052502476,0.0,0.0,0.09174238,0.02837754,0.38903153,0.06170175,0.22631632,0.32943532,0.0,0.0,0.0,0.19462548
LAC,202406,0.0,0.0120956255,0.18391685,0.0,0.023629043,0.04584629,0.6271526,0.0,0.28718987,0.0,0.1908004,0.09475264,0.40957677,0.0,0.0,0.0
LAC,202407,0.0,0.0,0.22610115,0.08902299,0.0,0.11453825,0.38821843,0.0,0.18717705,0.5078998,0.20885074,0.23639539,0.20463334,0.0014986154,0.003547851,0.3225692
LAC,202408,0.37166935,0.012821144,0.072032616,0.0,0.0,0.0,0.018088078,0.0,0.0,0.0,0.11943686,0.21852864,0.008195244,0.0,0.0,0.06206667
LAC,202409,0.12639078,0.0,0.0,0.069692105,0.0,0.0,0.14909033,0.0,0.07901246,0.04513386,0.24703781,0.0,0.0,0.0,0.0,0.0
LAC,202410,0.0,0.0,0.0,0.007296635,0.0,0.0,0.1483339,0.011826916,0.027215034,0.46004137,0.0,0.0,0.0,0.0,0.04911248,0.43069628
LAC,202411,0.43530083,0.0,0.0,0.1959059,0.21942696,0.0,0.20892592,0.3042147,0.0,0.2797086,0.0,0.0,0.0,0.0,0.36828396,0.28006384
LAC,202412,0.29262012,0.117318965,0.0,0.52890325,0.36529738,0.0,0.68205756,0.3079198,0.06190982,0.50386715,0.76541835,0.0,0.0,0.0,0.0,0.42290387
LAC,202413,0.4745738,0.34134623,0.0,0.17989211,0.0,0.17536816,0.42837906,0.0,0.13265525,0.28018355,0.20237873,0.0,0.060599614,0.023919664,0.059165545,0.4296117
LAC,202414,0.056666747,0.0,0.23043326,0.0,0.0,0.046839125,0.5215744,0.6659625,0.0,0.0,0.0,0.057382382,0.22292894,0.0,0.0,0.0
LAC,202415,0.12071246,0.2458786,0.0,0.96637225,0.084774055,0.629209,0.3655997,0.0,0.6633982,1.2058913,1.6858876,0.0,0.18730152,0.0,1.7876815,0.0
LAC,202416,0.0,0.31453052,0.0,0.0,0.32279107,0.34469825,0.42519206,0.059779014,0.014633466,0.015806722,0.00061701564,0.17690462,0.0,0.030029459,0.011697711,0.0
LAC,202417,0.17194149,0.0,0.015338875,0.45398653,0.0,1.0382472,0.10755683,0.30220285,0.0053040087,0.0,0.18845434,0.5731452,0.12469971,0.0,0.6525142,0.13748752
LAC,202418,0.0,0.4120345,0.0,0.058227956,0.051912725,0.0,0.18627557,0.37872127,0.0,0.0,0.0,0.0,1.1202459,0.96570486,0.9635522,0.20820242
ARI,202202,0.0,0.17606904,0.04287163,0.0,0.0,0.0,0.061670467,0.1457212,0.0,0.0,0.0,0.0,0.0,0.03742544,0.07685999,0.0
ARI,202203,0.09741603,0.15808696,0.0,0.0,0.0,0.0,0.19100866,0.0,0.0,0.056731608,0.19496009,0.06583999,0.08388366,0.12304513,0.0,0.0
ARI,202204,0.0,0.0,0.0,0.0,0.007110848,0.16325098,0.0435818,0.0,0.0,0.11914868,0.0,0.025097318,0.0,0.0,0.10621544,0.0
ARI,202205,0.12586866,0.052419115,0.07546038,0.0,0.038346678,0.019186925,0.02997952,0.05627723,0.0,0.05046469,0.2048676,0.0,0.0,0.13165705,0.0,0.053613305
ARI,202206,0.29815978,0.0,0.0,0.008955377,0.039883837,0.0,0.0,0.17932533,0.0012488085,0.06591242,0.14219728,0.114802465,0.0,0.05600145,0.2549321,0.0
ARI,202207,0.0,0.0,0.0,0.008944429,0.022250224,0.0,0.0,0.08983416,0.0,0.38636154,0.0,0.13598257,0.17732494,0.0,0.05729964,0.0
ARI,202208,0.0,0.03014596,0.0,0.1905525,0.16473308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015879115,0.0,0.015480399,0.20318855
ARI,202209,0.0,0.17395614,0.0,0.142665,0.0662312,0.0,0.08771852,0.008976296,0.0,0.0,0.1547132,0.0,0.0,0.0,0.0,0.024243103
ARI,202210,0.11580688,0.0,0.008725572,0.0,0.26505893,0.0,0.06617689,0.0,0.061108824,0.3574388,0.0,0.18933204,0.011291463,0.0,0.23394348,0.0
ARI,202211,0.0,0.0,0.0,0.0,0.14480071,0.0,0.076294325,0.20797154,0.0,0.0,0.05187505,0.0,0.0,0.0,0.4394555,0.0
ARI,202212,0.13233645,0.0,0.0,0.0,0.0,0.0017097588,0.0,0.015582752,0.0,0.0,0.036519744,0.26399708,0.011476308,0.2094177,0.0,0.06445308
ARI,202214,0.14355256,0.05885265,0.0021292036,0.0658601,0.0,0.113551445,0.0,0.3493004,0.0,0.05716345,0.10036236,0.14037827,0.1632584,0.32889143,0.25412667,0.096204326
ARI,202215,0.42918292,0.052764166,0.0,0.0,0.0,0.0,0.35326043,0.0,0.14786702,0.004180726,0.0,0.3287189,0.27896303,0.0,0.0,0.38736382
ARI,202216,0.19848105,0.0,0.36198807,0.07206679,0.0,0.06151248,0.017836768,0.06614931,0.22386998,0.0,0.11983372,0.0,0.0,0.06661159,0.0,0.0
ARI,202217,0.32394844,0.0,0.0,0.04949632,0.10303716,0.0,0.23403732,0.14107892,0.17727076,0.0,0.24839626,0.019655343,0.0,0.12572604,0.187283,0.28453085
ARI,202218,0.22330852,0.19446586,0.12934601,0.22156759,0.31277767,0.0,0.0,0.07282694,0.0,0.099527486,0.1655753,0.0,0.21796228,0.0,0.0,0.110384256
ARI,202301,0.07746339,0.0,0.0,0.15694773,0.18276906,0.0,0.0,0.0,0.0,0.22329758,0.0,0.0,0.0,0.0678933,0.25026122,0.0
ARI,202302,0.07744774,0.0,0.20040467,0.0,0.2779577,0.12959848,0.0,0.0,0.0,0.10351423,0.0,0.06343202,0.0,0.0,0.0,0.18037897
ARI,202303,0.0,0.48232895,0.0,0.01750676,0.0,0.23036918,0.30887723,0.0,0.2629796,0.0,0.0,0.0,0.0,0.2945176,0.0,0.0
ARI,202304,0.4206474,0.116335735,0.0,0.38205296,0.48980972,0.07568253,0.0,0.0,0.0,0.4134787,0.0,0.11231206,0.0,0.03268765,0.2574868,0.0
ARI,202305,0.0,0.0,0.47657874,0.069888085,0.0,0.047484532,0.0,0.032466225,0.0,0.32278252,0.0,0.08854411,0.17839536,0.031108154,0.0,0.30885622
ARI,202306,0.0,0.0,0.0,0.01692601,0.44906834,0.0,0.0,0.3270038,0.17462051,0.16347535,0.14375047,0.027925923,0.0,0.0,0.051406678,0.0
ARI,202307,0.0,0.08108056,0.0,0.0,0.12214638,0.13928702,0.05317159,0.0,0.0,0.0,0.0,0.33952904,0.13819322,0.01728877,0.0,0.0
ARI,202308,0.0,0.0,0.35034007,0.0,0.0,0.063359454,0.13176382,0.0,0.099178664,0.08699578,0.0,0.14241584,0.006853432,0.058511566,0.015003727,0.0
ARI,202309,0.0,0.0,0.0,0.0,0.35453966,0.0,0.30100292,0.27116278,0.0715894,0.18080407,0.16297658,0.37434694,0.10821484,0.3574336,0.10269681,0.0
ARI,202310,0.24496046,0.0,0.12300732,0.43287492,0.15033068,0.0,0.047234554,0.51973504,0.07896073,0.0,0.0,0.08993739,0.12575546,0.0,0.0,0.0908783
ARI,202311,0.14436522,0.043208156,0.0,0.0,0.25656992,0.0,0.012297187,0.0,0.1951028,0.25515512,0.0,0.18958847,0.0,0.0,0.0,0.002616548
ARI,202312,0.0,0.0,0.13971466,0.0,0.89661705,0.0,0.0,0.0,0.17959279,0.7448397,0.0,0.0,0.038660154,0.0,0.61140203,0.22734115
ARI,202313,0.0,0.0,0.6059152,0.40664357,0.0,0.0,0.07419456,0.0,0.3102539,0.0,0.0,0.0,0.48832363,0.0,0.0,0.01760976
ARI,202315,0.2094442,0.036596317,0.0,0.0,0.026547771,0.081011556,0.038090847,0.0,0.11582967,0.0,0.18894875,0.0,0.15624551,0.20074964,0.0,0.17825566
ARI,202316,0.0,0.0,0.08405595,0.03913794,0.0,0.0,0.11080594,0.23289871,0.15367773,0.07565967,0.1513678,0.0,0.0,0.23471487,0.009624807,0.2491462
ARI,202317,0.08178945,0.0,0.14212456,0.0,0.0,0.0601956,0.0,0.0,0.0,0.0,0.0,0.39535612,0.2019767,0.0,0.23172702,0.0
ARI,202318,0.019224795,0.04480918,0.0,0.0,0.0,0.09372322,0.15382211,0.10993604,0.1252298,0.0,0.0,0.0,0.0,0.0,0.06387774,0.12627786
ARI,202401,0.0,0.05982896,0.0,0.16347209,0.09367815,0.21945904,0.067710474,0.08962284,0.13700227,0.0,0.0,0.007465744,0.06939127,0.0350857,0.1350861,0.0
ARI,202402,0.0,0.0,0.0,0.87604743,0.0,0.0,0.5818749,0.0,0.0,0.0,0.0,0.1968868,0.03342667,0.0,0.0,0.5260954
ARI,202403,0.0,0.71470594,0.0,0.08792083,0.2080652,0.0,0.0,0.0,0.0,0.0020654462,0.49218464,0.0,0.0,0.0,0.0,0.0
ARI,202404,0.417158,0.0,0.26791495,0.0,0.0,0.0,0.16722848,0.0,0.5083098,0.0,0.10343693,0.6144991,0.0,0.097571954,0.0,0.0
ARI,202405,0.0,0.0,0.0,0.0,0.0,0.17538513,0.0816562,0.02425965,0.50698507,0.0,0.0,0.045616902,0.037521165,0.09662326,0.22761288,0.2228621
ARI,202406,0.0,0.230107,0.0,0.43476042,0.0,0.0,0.0,0.0,0.0,0.06280558,0.0,0.0,0.0,0.30288708,0.6269664,0.020276252
ARI,202407,0.0,0.083326116,0.4849763,0.0,0.0,0.0,0.15714525,0.3334881,0.0,0.029679041,0.0,0.0,0.0,0.42190894,0.0,0.082349405
ARI,202408,0.3945906,0.24203263,0.12027544,0.13831516,0.0,0.0,0.0,0.33988073,0.28407314,0.0,0.25829136,0.0,0.0,0.0,0.0,0.45785612
ARI,202409,0.5794721,0.0,0.017364467,0.3921172,0.48743016,0.0,0.46389246,0.22080229,0.10908212,0.62519777,0.0,0.2655116,0.0,0.0,0.0,0.0111003695
ARI,202410,0.008425217,0.0,0.0,0.0,0.0,0.0,0.20184575,0.0,0.0,0.6606662,0.0,0.0,0.0,0.0,0.08972107,0.59791607
ARI,202412,0.07068129,0.0,0.0,0.25022238,0.090463445,0.0,0.34940368,0.0,0.0,0.23061809,0.5376221,0.0,0.20263466,0.0,0.0,0.0
ARI,202413,0.0,0.0,0.10484424,0.0,0.0,0.6766162,0.022010125,0.045009717,0.4307881,0.0,0.26006374,0.23522994,0.30927438,0.0,0.0,0.0
ARI,202414,0.1550187,0.4832103,0.0,0.24658829,0.19475901,0.21998465,0.0,0.0,0.0,0.0,0.002031296,0.0,0.0,0.59995544,0.2552632,0.03226342
ARI,202415,0.0,0.0,0.0,0.0,0.0,0.014443668,0.0,0.0,0.0,0.0,0.1494202,0.17220877,0.35671312,0.0,0.0,0.0
ARI,202416,0.28089416,0.22178398,0.0,0.0,0.0,0.0,0.0,0.0,0.3191206,0.0,0.0,0.02753651,0.0,0.32845256,0.12178159,0.32128057
ARI,202417,0.00863971,0.0,0.0,0.0030048378,0.5278691,0.11103189,0.19341286,0.07034722,0.30043167,0.0,0.18011387,0.0,0.2324055,0.0,0.0,0.13476224
ARI,202418,0.0,0.16032004,0.0,0.0,0.03781812,0.0,0.0,0.13453406,0.0,0.0,0.0,0.0,0.6974547,0.9123021,0.831477,0.0
ATL,202202,0.08650254,0.1707856,0.20617506,0.1586936,0.0,0.0,0.0,0.009157306,0.0,0.06769783,0.26936883,0.0,0.0,0.0,0.049255844,0.07070499
ATL,202203,0.18586417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05380844,0.0,0.0,0.13912152,0.0005945947,0.10588113
ATL,202204,0.0,0.0,0.0,0.21414335,0.0,0.04659784,0.0,0.0,0.12112696,0.13274774,0.0,0.0,0.021798795,0.0,0.0,0.0
ATL,202205,0.0,0.0,0.0,0.0,0.0,0.0,0.032550473,0.0,0.0,0.14979365,0.006633131,0.0,0.075829715,0.00064741034,0.0,0.20292948
ATL,202206,0.28281125,0.0,0.0,0.0,0.22434482,0.0026299006,0.0,0.0,0.033801343,0.1457672,0.10112844,0.0,0.0,0.0,0.16766363,0.0
ATL,202207,0.0,0.0,0.0,0.0,0.60052013,0.0,0.0,0.0,0.0,0.20672627,0.0,0.05208773,0.08945563,0.0,0.32954183,0.19308175
ATL,202208,0.0,0.23531502,0.0,0.060668748,0.10759655,0.0,0.0,0.0,0.007924103,0.19158861,0.0,0.0881558,0.0,0.19246908,0.0,0.04760331
